Country Name,Indicator Name,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Netherlands,GDP (current US$),2.62296E+11,2.58717E+11,3.18799E+11,3.27982E+11,3.63497E+11,3.5407E+11,3.79688E+11,4.52967E+11,4.51373E+11,4.17506E+11,4.38613E+11,4.47779E+11,4.17649E+11,4.32536E+11,4.7553E+11,5.82436E+11,6.61225E+11,6.88134E+11,7.37594E+11,8.53499E+11,9.57902E+11,8.78954E+11,8.52465E+11,9.13141E+11,8.45689E+11,8.83952E+11,9.01557E+11,7.75744E+11,7.97164E+11,8.48234E+11,9.29734E+11,9.28903E+11,9.32561E+11,1.05447E+12,1.04654E+12
New Caledonia,GDP (current US$),2072775508,2185082939,2529440424,2653780672,2923883281,2822243781,3038728385,3628440505,3606968436,3291131281,3556304833,3647802050,3420032041,3297734891,3740056748,4915353827,5895008978,6238629487,6979155388,8819917180,9067619760,8704438102,9364350077,10351448005,9659151917,10151382933,10635035595,8738203074,8724568955,9174048682,9896402284,9475655325,9454629468,10071349664,9623318718
New Zealand,GDP (current US$),45176811594,43920222525,45495129385,42745329732,41649829860,46775620817,55314732279,63918703507,70140835299,66075143415,56227169851,58762260626,52623281957,53872425917,66627729311,88250885550,1.03905E+11,1.1472E+11,1.11539E+11,1.37189E+11,1.33437E+11,1.21663E+11,1.46888E+11,1.68485E+11,1.76561E+11,1.91012E+11,2.01518E+11,1.78224E+11,1.891E+11,2.06746E+11,2.11986E+11,2.13006E+11,2.1303E+11,2.53978E+11,2.4951E+11
Nicaragua,GDP (current US$),2630900096,1013184756,1009455484,1488804124,1792800000,1756454248,3863185119,4140470000,4308351903,4389973490,4635347386,4856026259,5109587050,5351752034,5223727303,5322228351,5792932838,6321324279,6763672381,7423375015,8496967597,8298702489,8758602233,9774329333,10532017232,10982988249,11880438824,12756696261,13286093388,13785893007,13025221974,12699023614,12726422432,14209020362,15634572502
Niger,GDP (current US$),2280356193,2179567114,3512356508,3285796875,3386232579,3052673849,1938058175,2302537562,2405686940,2290318910,2643363519,2537789821,2241753193,2448714704,2782192879,3394084732,3760443738,4383315965,4756361252,5731485052,7297600226,7352131310,7851192502,8772950778,9426912648,10224897438,10862943544,9683867926,10398861982,11185104252,12837307497,12889555561,13744653103,14915002436,15433852714
Nigeria,GDP (current US$),49648470440,44003061108,54035795388,59526833412,52058181854,56721051402,80399613064,1.4092E+11,1.8573E+11,2.0085E+11,2.18416E+11,59145077039,69171451627,73557840064,95054059303,1.04739E+11,1.35765E+11,1.75671E+11,2.38455E+11,2.78261E+11,3.39476E+11,2.95009E+11,3.6699E+11,4.14467E+11,4.63971E+11,5.20117E+11,5.74184E+11,4.93027E+11,4.04649E+11,3.75746E+11,4.21739E+11,4.74517E+11,4.32199E+11,4.40834E+11,4.77403E+11
North Macedonia,GDP (current US$),,,4699646643,4938775510,2436849342,2682456897,3559608640,4707041315,4642021256,3912986091,3765745023,3863619285,3772859034,3709636031,4018365747,4946296599,5682784472,6258602873,6861226972,8336474974,9909552435,9401736825,9407170321,10494626768,9745261301,10817702346,11362265253,10064519963,10672467073,11307067070,12683068114,12606338449,12361036914,14000283827,13932436550
Norway,GDP (current US$),1.019E+11,1.02634E+11,1.19792E+11,1.21872E+11,1.30838E+11,1.20579E+11,1.27131E+11,1.5203E+11,1.6352E+11,1.61357E+11,1.5423E+11,1.62384E+11,1.71457E+11,1.74239E+11,1.95915E+11,2.29385E+11,2.65269E+11,3.09979E+11,3.46915E+11,4.02643E+11,4.64918E+11,3.87976E+11,4.31052E+11,5.01361E+11,5.12777E+11,5.26014E+11,5.01736E+11,3.8816E+11,3.70957E+11,4.01745E+11,4.39789E+11,4.08743E+11,3.67633E+11,5.03368E+11,5.96298E+11
Occ.Pal.Terr,GDP (current US$),,,,,,,2843300000,3282800000,3409600000,3759800000,4067800000,4271200000,4313600000,4003700000,3555800000,3968000000,4603100000,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15531700000,18109000000,19165500000
Oman,GDP (current US$),8386215865,9372171652,13310273082,12918335501,14183615085,14230429129,14715214564,15722236671,17402080624,18039791938,16044213264,17832769831,22259557867,22205721717,23065539662,24733680104,28378933680,35506892068,42577633290,48300390117,69804681404,55454096229,64993498049,77497529259,87408842653,89936020806,92699089727,78710793238,75128738622,80856697009,91505851756,88060858257,75909492848,87323797139,1.09853E+11
Pakistan,GDP (current US$),38472742808,40171106279,40010423970,45625336680,48884671947,51809999353,52293470813,60636071684,63320170084,62433340468,62191955814,62973857069,99484802345,97145618480,97923302809,1.12372E+11,1.32216E+11,1.45209E+11,1.61871E+11,1.84141E+11,2.02204E+11,1.87338E+11,1.9671E+11,2.30587E+11,2.50107E+11,2.58657E+11,2.7139E+11,2.99964E+11,3.1363E+11,3.39206E+11,3.56128E+11,3.20909E+11,3.00426E+11,3.48517E+11,3.7489E+11
Palau,GDP (current US$),75348615,85800543,97702303,106555300,104771300,96455700,106138500,121018500,137494600,143860800,149079600,144206500,149535800,159453500,162665500,154559900,166391600,191048400,193679700,200903600,201167300,189998000,188174300,198873900,215762400,225345700,243156500,278824800,298323500,285600000,288546300,281941600,258990800,235752900,255591100
Panama,GDP (current US$),5902783400,5918469800,6433967000,7074675500,8042337700,8782585400,9365289800,9573813700,9197503300,10058854400,11019557700,11660704800,11966497000,12252906300,12800851300,13603456000,15100203400,16623906700,18659721500,21717433800,25721328000,27791215500,30231009500,35687738300,41595439700,46949496500,51427104900,55767806100,59760858700,64327688800,67316471200,69778991200,57059846500,67396392500,76276116700
Papua New Guinea,GDP (current US$),3656177881,3546472566,3219729083,3787394958,4377980510,4974550286,5502786070,4636057476,5155311077,4936615299,3789443015,3477038204,3521339699,3081024212,2999511040,3536411824,3927157867,4865892972,8354911041,9545028944,11670892801,11619456449,14250786675,17985138066,21295168666,21261338065,23210823987,21723437010,20758876953,22742699138,24109780708,24750626030,23848447850,26109413521,31653185953
Paraguay,GDP (current US$),4255683528,4757732200,5812114523,6984367763,7157424031,7249533620,7870982005,9062131475,9788391781,9965225678,9260481572,8837070236,8855705140,8495806432,7196260657,7691367471,9624440836,10737500188,13429430050,17856393235,24615267664,22355151162,27260886405,33756238767,33271921136,38501122141,40377929296,36211447840,36089700223,38997129474,40225448341,37925338329,35432178068,39950899939,41952910858
Peru,GDP (current US$),15439408447,22499558526,26410386963,34341465998,35966302303,34832077221,44882079767,53312793687,55252414130,58147522523,55501467877,50187324568,51744749133,52030158775,54777553515,58731030122,66768703498,76060606061,88643193062,1.02171E+11,1.20551E+11,1.20823E+11,1.47528E+11,1.71762E+11,1.9265E+11,2.01176E+11,2.00786E+11,1.89803E+11,1.91898E+11,2.11008E+11,2.22597E+11,2.28346E+11,2.0141E+11,2.26329E+11,2.46066E+11
Philippines,GDP (current US$),43152128959,48513773721,50508286642,51784144943,60422328242,62036529147,73159336915,84644328727,94648084429,94106317565,74492416330,85640171045,83669788377,78921234458,84307345888,87039092974,95001999685,1.0742E+11,1.27653E+11,1.5598E+11,1.81625E+11,1.75975E+11,2.08369E+11,2.34217E+11,2.61921E+11,2.83903E+11,2.97484E+11,3.06446E+11,3.18627E+11,3.28481E+11,3.46842E+11,3.76823E+11,3.61751E+11,3.94087E+11,4.04353E+11
Poland,GDP (current US$),,,65977748211,85500935935,94337050693,96043157273,1.10804E+11,1.42839E+11,1.60813E+11,1.59894E+11,1.75282E+11,1.70704E+11,1.72954E+11,1.91823E+11,1.99694E+11,2.18561E+11,2.56269E+11,3.07E+11,3.45898E+11,4.29715E+11,5.35612E+11,4.40891E+11,4.78112E+11,5.27849E+11,4.98149E+11,5.1818E+11,5.42134E+11,4.80054E+11,4.7326E+11,5.28357E+11,5.94617E+11,6.02684E+11,6.05914E+11,6.8917E+11,6.95608E+11
Portugal,GDP (current US$),56347250696,60594092182,78713860217,89233599278,1.07592E+11,95009751901,99688641304,1.18122E+11,1.2263E+11,1.17017E+11,1.23946E+11,1.2747E+11,1.18605E+11,1.21604E+11,1.34796E+11,1.65226E+11,1.89382E+11,1.97254E+11,2.08756E+11,2.40496E+11,2.63416E+11,2.44668E+11,2.38444E+11,2.45427E+11,2.16537E+11,2.26677E+11,2.30079E+11,1.99039E+11,2.06305E+11,2.20863E+11,2.42093E+11,2.40116E+11,2.29619E+11,2.56056E+11,2.56899E+11
Qatar,GDP (current US$),6038187033,6487912088,7360439423,6883516484,7646153984,7156593654,7374450769,8137911978,9059340385,11297802115,10255495027,12393131868,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,1.1527E+11,97798351648,1.25122E+11,1.67775E+11,1.86834E+11,1.98728E+11,2.06225E+11,1.6174E+11,1.51732E+11,1.61099E+11,1.83335E+11,1.76371E+11,1.44411E+11,1.79732E+11,2.35709E+11
Russian Federation,GDP (current US$),5.54829E+11,5.06631E+11,5.17014E+11,5.17963E+11,4.60291E+11,4.35084E+11,3.95077E+11,3.95537E+11,3.91725E+11,4.04929E+11,2.70955E+11,1.95907E+11,2.5971E+11,3.06602E+11,3.4547E+11,4.30347E+11,5.91017E+11,7.64016E+11,9.89932E+11,1.2997E+12,1.66085E+12,1.22265E+12,1.52492E+12,2.04592E+12,2.20829E+12,2.29247E+12,2.05924E+12,1.36348E+12,1.27679E+12,1.5742E+12,1.65733E+12,1.69312E+12,1.49308E+12,1.82919E+12,2.29161E+12
Rwanda,GDP (current US$),2395492687,2405022593,2550185679,1911600237,2029026962,1971525712,753636370.5,1293535194,1382334879,1851558197,1989343546,2157108263,2068836754,1966600715,1966003468,2138237279,2376496067,2933819766,3319784539,4070507895,5179854065,5674476969,6124756654,6884913658,7654761045,7819964024,8238966120,8543760206,8695272061,9252833894,9637904519,10349300277,10174386855,11078787095,13316161006
Samoa,GDP (current US$),133016065.4,122888609.7,125766269.8,125597205.4,132303041.4,133122897.2,221098106.5,224865731.4,249907868.8,285475591.9,269485244.2,255408060.3,258856139.8,266299591.5,281790134.2,333426188.4,407747565.1,476801793.2,499923757.8,573548459.8,641346191.7,628006115.4,680260907.2,744097050.2,773141661.2,797736334.3,796683519.6,824150498.7,843924796.7,884844384.5,878448433.4,912950466.1,868898358.3,843923638.7,832945205.6
Sao Tome and Principe,GDP (current US$),99000764.39,98545367.04,119297932.8,107484142.7,94861780.62,125742228.8,131338414.6,103695236.8,135188165.8,91920274.24,72285403.84,77302211.93,76198394.82,75951133.38,85171073.88,102085769.1,114582283.9,136450662.4,142775104.1,149146918.9,188021165,200668065,190021192.5,226455001.2,229371348.2,267041747.6,293119143.2,259999643,292267272.2,322002845.2,383717327.8,412976082.6,471229484.6,524402455.5,540809499.2
Saudi Arabia,GDP (current US$),88256074766,95344459279,1.1763E+11,1.32223E+11,1.37088E+11,1.32968E+11,1.35175E+11,1.43343E+11,1.58662E+11,1.65964E+11,1.46775E+11,1.61717E+11,1.89515E+11,1.84138E+11,1.89606E+11,2.15808E+11,2.58742E+11,3.2846E+11,3.769E+11,4.15965E+11,5.19797E+11,4.29098E+11,5.28207E+11,6.80661E+11,7.51921E+11,7.69756E+11,7.87153E+11,6.93414E+11,6.89279E+11,7.41266E+11,8.86565E+11,8.8889E+11,7.67951E+11,9.82661E+11,1.23908E+12
Senegal,GDP (current US$),6418419389,6366039373,7390967360,7255210470,7769817840,7367986241,5034588196,6326342633,6559712166,6041478726,6505607909,6592834933,6013185004,6507824829,7006402320,8768721563,10076816667,11009033438,11697918243,13994218413,16853989628,16145867495,16121315909,17814283639,17660870412,18918667725,19797253440,17774766696,19040312333,20996562944,23116701556,23403995992,24530513038,27520784130,27783332223
Seychelles,GDP (current US$),301985618.1,324333366.5,392163560.9,398307169.9,461409398.9,504230620.6,517570058.2,540733047.7,535250347.1,598966982.4,647287375.8,662838614.9,654212394.3,662064155.9,742134837.5,750847230.1,893012218.2,977899381.8,1081441283,1077308814,979597394.3,850901620.4,981616542.3,1058918707,1089407839,1333160407,1387577870,1432403352,1568513348,1675370641,1784313927,1868690097,1382551752,1487173795,2018346589
Sierra Leone,GDP (current US$),1055083933,932974420.3,649644097.6,779981987.1,679940814,768867883,911853802.4,870740291.5,941709422.5,850232760,672368187.1,669386624,635866403.8,1681473894,1933863911,2142618046,2237350687,2545275313,3263697467,3632957611,4157895298,3953403098,4262805967,4861632885,6141666509,7502762863,7686138791,6788352975,6084297211,5749846528,6390514689,6526183564,6693888876,7173379137,7124465160
Singapore,GDP (current US$),25371462488,30465364739,36144336769,45466164978,52131320033,60603815716,73688724431,87812540788,96293086513,1.00124E+11,85728207782,86286849755,96076539926,89793790670,92538372870,97646401096,1.15034E+11,1.27808E+11,1.48627E+11,1.80942E+11,1.93617E+11,1.9415E+11,2.39808E+11,2.79356E+11,2.95093E+11,3.07576E+11,3.14864E+11,3.07999E+11,3.19646E+11,3.43673E+11,3.77124E+11,3.76162E+11,3.49166E+11,4.36591E+11,5.09018E+11
Slovak Republic,GDP (current US$),,,12915046978,14459924589,15699327209,16737973764,20428139756,26180022222,28197790875,27844628979,29976207629,30496272225,29215726005,30726659551,35243658399,46616149117,57215475076,62547753148,70751813443,86587749518,1.0083E+11,89342984698,91112160801,99705104723,94724394278,99134277850,1.01713E+11,89178548717,90347173229,95978130735,1.06612E+11,1.05843E+11,1.07733E+11,1.20561E+11,1.15884E+11
Slovenia,GDP (current US$),,,19832029087,14454495059,14277261541,14449298372,16400767070,21367422159,21470699363,20726878752,22058635314,22609669084,20159190702,20668868707,23214593516,29360575032,34156553313,35947936824,39260368837,47880266543,55509332322,49975540955,47793117241,51199194599,46167053954,47867056859,49514466380,42709468275,44290685824,48153200135,53689067640,53909922736,53384760135,61529280461,59927702746
Solomon Islands,GDP (current US$),176494394,172882410.6,214877666.9,227540473.3,269034595.8,300746361.1,402837005.3,469443201.5,510586430.2,526554006,457579840.2,488024514.4,419842674.2,409508553,346406738.9,417668983.4,468005318.6,552864570.2,617258154.3,695295347.6,776337691.8,805557562.6,898133684.9,1063895361,1185215418,1285911586,1335571421,1307909888,1379490304,1469789119,1615478393,1619155017,1536145814,1522794913,1566360686
South Africa,GDP (current US$),1.03977E+11,1.08056E+11,1.26048E+11,1.35204E+11,1.46956E+11,1.47195E+11,1.53513E+11,1.71736E+11,1.63235E+11,1.68978E+11,1.52983E+11,1.51517E+11,1.51753E+11,1.3543E+11,1.29088E+11,1.97019E+11,2.55807E+11,2.88867E+11,3.03859E+11,3.33077E+11,3.16131E+11,3.29754E+11,4.17364E+11,4.58199E+11,4.34401E+11,4.00886E+11,3.81199E+11,3.4671E+11,3.23586E+11,3.81449E+11,4.05261E+11,3.8933E+11,3.37975E+11,4.20887E+11,4.0692E+11
Spain,GDP (current US$),3.75892E+11,4.14461E+11,5.36175E+11,5.76754E+11,6.30465E+11,5.24701E+11,5.30184E+11,6.1417E+11,6.42251E+11,5.8974E+11,6.18731E+11,6.34395E+11,5.98103E+11,6.27799E+11,7.08938E+11,9.07963E+11,1.06983E+12,1.15467E+12,1.26185E+12,1.47675E+12,1.63612E+12,1.49659E+12,1.42799E+12,1.48757E+12,1.33099E+12,1.36219E+12,1.38024E+12,1.20616E+12,1.24302E+12,1.32175E+12,1.43164E+12,1.4035E+12,1.28978E+12,1.46124E+12,1.4465E+12
Sri Lanka,GDP (current US$),6978371581,6987267684,8032551173,9000362582,9703011636,10338679636,11717604209,13029697561,13897738375,15091913884,15794972847,15656327860,16330814180,15749753805,16536535647,18881765437,20662525941,24405791045,28279802406,32350238760,40713826215,42066224093,58636161082,67753284044,70447216891,77000578167,82528535714,85090301052,88000211172,94369350286,94450015983,88998706297,84335574582,88556698938,74143020263
St. Kitts and Nevis,GDP (current US$),172692592.6,192518518.5,217259259.3,220540740.7,242137037,263755555.6,295159259.3,313485185.2,333944444.4,374641308,383257331.4,406595484.4,421695769.8,458643829,481077373.7,469869869.9,506900000,547203703.7,644414814.8,689285185.2,777692592.6,774274074.1,778718518.5,836092592.6,824585185.2,874548148.1,952111111.1,957222222.2,1006818519,1056977778,1076548148,1107855556,883922222.2,858622222.2,980188888.9
St. Lucia,GDP (current US$),429629629.6,486666666.7,579629629.6,613703703.7,674074074.1,684814814.8,713703703.7,762962963,788888888.9,805925925.9,877407407.4,921851851.9,932592592.6,892592592.6,900000000,987407407.4,1066666667,1135555556,1268319185,1336088815,1437731111,1401507889,1482385185,1568370370,1598207407,1660392593,1749185185,1807640741,1868544444,1998503704,2060955556,2095344444,1499274074,1867185185,2342714815
St. Vincent and the Grenadines,GDP (current US$),200726712.6,214745002.2,240366666.7,254829629.6,277955555.6,286307407.4,289437037,316007407.4,331488888.9,347770370.4,373618518.5,390718518.5,427946037,462072333.3,487763851.9,509090888.9,549900185.2,579948925.9,643501148.1,713596666.7,732663259.3,714300259.3,720447888.9,713796370.4,730032592.6,764781259.3,770900000,786555555.6,814303703.7,844040740.7,884329629.6,910481481.5,864566666.7,888677777.8,989188888.9
Suriname,GDP (current US$),1161000000,542600000,388400000,448100000,404600000,428764705.9,605492537.3,691590497.7,861372806.2,926422500,1110850000,886290697.7,947671969.7,834279357.8,1093574468,1274190311,1484092538,1793410397,2626380435,2936612022,3532969035,3875409836,4368370998,4422276622,4980000000,5145757576,5240606061,5126237646,3317421648,3591679431,3996198867,4016040575,2911807496,3107923198,3791603200
Sweden,GDP (current US$),2.06689E+11,2.17635E+11,2.6147E+11,2.73835E+11,2.83912E+11,2.12647E+11,2.28702E+11,2.67053E+11,2.91952E+11,2.68252E+11,2.7089E+11,2.7432E+11,2.62905E+11,2.42499E+11,2.67373E+11,3.34074E+11,3.84547E+11,3.9169E+11,4.2253E+11,4.9005E+11,5.14617E+11,4.34314E+11,4.92753E+11,5.70541E+11,5.49742E+11,5.84128E+11,5.7773E+11,5.01698E+11,5.14218E+11,5.36084E+11,5.51312E+11,5.32169E+11,5.45148E+11,6.37187E+11,5.79896E+11
Switzerland,GDP (current US$),2.15541E+11,2.08106E+11,2.65764E+11,2.68902E+11,2.79921E+11,2.72238E+11,3.01375E+11,3.52836E+11,3.40104E+11,2.94788E+11,3.03459E+11,2.97874E+11,2.79216E+11,2.86583E+11,3.09301E+11,3.62075E+11,4.03913E+11,4.18285E+11,4.41635E+11,4.90741E+11,5.67268E+11,5.54213E+11,5.98851E+11,7.15888E+11,6.8642E+11,7.06235E+11,7.26538E+11,6.94118E+11,6.87895E+11,6.95201E+11,7.25569E+11,7.21369E+11,7.41999E+11,8.15309E+11,8.28509E+11
Syrian Arab Republic,GDP (current US$),10577041645,9853395762,12308624418,12981833333,13253565861,13695962055,10122020000,11396706587,13789560878,14505233463,15200846154,15873875969,18937052543,20237024725,20669357462,21828144686,25086950495,28858965517,33751788856,40465318382,52557913569,54111735629,61390830875,67539428159,43190318033,21361254635,21502061466,16466863117,12597854877,16369843352,21497782868,22583045060,12047752036,14353205678,23622827080
Tajikistan,GDP (current US$),,,2629395066,2536585366,1908554572,1646623195,1522001206,1231561860,1043654822,921518032.9,1320199582,1086612290,860541842.3,1080772551,1221106220,1555318261,2076176869,2312352021,2830213849,3719524541,5161299725,4979472364,5642221099,6522756255,7633036903,8448411318,9112605459,8271431485,6992416097,7536402853,7764999999,8300813599,8133963551,8937805347,10713525200
Tanzania,GDP (current US$),7406614408,6418799007,6184384225,7197768159,6681997469,6182872708,6550480484,7631431841,9433528150,11158197942,12172790056,12704334196,13371767082,13563990022,14129651896,15211487709,16673062473,18395383647,18619859795,21860434823,27947821398,29400573554,32012892919,34657140096,39650394363,45648857242,49986726461,47413919817,49774409374,53274884533,57003712892,61026731926,66068737786,70655628148,75769974505
Thailand,GDP (current US$),61667253471,72250748100,85343190719,98234714971,1.11453E+11,1.28889E+11,1.46684E+11,1.69279E+11,1.83035E+11,1.5018E+11,1.13676E+11,1.26669E+11,1.26392E+11,1.20296E+11,1.34301E+11,1.52281E+11,1.72896E+11,1.89318E+11,2.21758E+11,2.62943E+11,2.91383E+11,2.81711E+11,3.41105E+11,3.70819E+11,3.97558E+11,4.20334E+11,4.07339E+11,4.01296E+11,4.13366E+11,4.56357E+11,5.06754E+11,5.43977E+11,5.00462E+11,5.06195E+11,4.95645E+11
Togo,GDP (current US$),1947208354,1910635575,2299665506,2262767860,2390796916,1741944426,1387662122,1849110468,2069506015,2116818623,2241650112,2226577204,2106848752,2093498674,2410199032,2987984051,3191561509,3221910408,3320907722,3759964943,4578849658,4721890900,4746389532,5422442166,5413544658,6021732977,6393318262,5755461035,6071170959,6387422518,7029300383,6992700101,7400284168,8342243646,8169476149
Tonga,GDP (current US$),106657267.4,106344855,113563821.6,132201141.5,137066290.6,138489884.4,195990986.2,208871665.8,222100576.4,214991452.3,191504892.8,199208717.5,204848487.8,181117230.4,182764280.8,202246591.2,230678011.4,261823805.4,292232703.3,298519623.3,344438844.3,312415028.4,366887375,414143828.5,471122971.3,451788498.3,440997734.9,437525538.9,420828254.5,459976847.1,489714529.8,494197854,496856303.9,518228028.7,518180029.4
Trinidad and Tobago,GDP (current US$),4496910569,4323058824,5068000000,5307905882,5439552941,4669491134,4947181646,5329217747,5759570336,5737771523,6043686654,6808982521,8154342116,8824849191,9008298229,11305459802,13280291990,15982389018,18369361094,21641620050,27871587350,19172165226,22157920592,25433007437,27147349937,28560536917,29474180442,26841143095,23624333664,23847765529,23888910152,23588037787,20991339707,24177305760,28510328245
Tunisia,GDP (current US$),10096245762,10101851745,12290568182,13074782609,15496708060,14608335608,15633174304,18030876599,19587161807,20746210354,21802893587,22943202175,21473528161,22065832449,23141616605,27453902261,31183885241,32272186695,34376664601,38915353867,44859439902,43455740497,46206091938,48123325825,47311401813,48685446414,50271812921,45779494042,44360072680,42163530591,42686504460,41905642419,42491780918,47073234359,44948769171
Turkey,GDP (current US$),90875175809,1.07127E+11,1.50656E+11,1.51035E+11,1.59105E+11,1.80416E+11,1.3065E+11,1.6932E+11,1.81464E+11,1.89878E+11,2.75942E+11,2.56396E+11,2.74295E+11,2.01753E+11,2.40249E+11,3.14596E+11,4.08865E+11,5.06315E+11,5.57076E+11,6.81321E+11,7.70449E+11,6.49289E+11,7.76967E+11,8.38785E+11,8.80556E+11,9.57799E+11,9.38935E+11,8.64314E+11,8.69683E+11,8.58988E+11,7.78972E+11,7.61006E+11,7.20338E+11,8.19865E+11,9.07118E+11
Turkmenistan,GDP (current US$),3010982414,3006988217,3189539641,3208098919,3200539816,3179225949,2561118608,2482228440,2378759975,2450350625,2605689135,2450564100,2904663311,3534772732,4462029109,5977440583,6838351088,8103901996,10276674365,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799714286,36169428571,37926285714,40765428571,45232857143,45818000000,50007428571,58972000000
Turks and Caicos Isl.,GDP (current US$),,,,,,,,,,,,,,358744800,366707900,409753600,485598800,578645800,721891500,773490000,862684000,703176000,686788000,728790000,727161000,754238000,841700000,942070000,1032452000,1022365000,1314329000,1371838000,918387000,1236459000,1434119000
Tuvalu,GDP (current US$),7011059.371,8454523.247,9542900.901,10127313.91,10535028.14,10414399.96,11772610.66,11922614.2,13338597.33,13734210.1,13795146.21,14800503.26,15073975.53,13964732.33,16842672.6,19456338.03,22798274.98,22909979.82,24096875.46,28450168.69,31874434.86,28076983.97,32105408.48,39196957.49,39345579.47,38615890.63,38760982.65,36811936.08,41629064.22,45276595.35,48015259.88,54123198.57,51746594.31,60196405.71,59065982.09
Uganda,GDP (current US$),6508931652,5276480799,4304399310,3321729160,2857457762,3220439044,3990430447,5755818843,6044585327,6269333313,6584815847,5998563258,6193246837,5840503869,6178563591,6606884275,7939487548,9239221763,9977647683,11902564495,14440404132,25127805567,26673441431,27871725241,27305915911,28915786517,32612397257,32387183730,29203988696,30744473841,32927025620,35353061008,37600368240,40529788744,45565333216
Ukraine,GDP (current US$),74703517903,82709161099,81393558423,77350733982,73945908384,65648559903,52549580265,48213856469,44558831005,50151531592,41882523345,31580639554,32375083935,39309580983,43956163612,52010355753,67220154164,89238865119,1.11885E+11,1.48734E+11,1.8811E+11,1.21552E+11,1.41209E+11,1.69334E+11,1.82592E+11,1.90499E+11,1.33504E+11,91030967789,93355869404,1.12091E+11,1.30891E+11,1.53883E+11,1.56618E+11,1.99766E+11,1.6199E+11
United Arab Emirates,GDP (current US$),36275674203,41464995914,50701443748,51552165622,54239171888,55625170253,59305093980,65743666576,73571233996,78839008445,75674336283,84445473111,1.04337E+11,1.03312E+11,1.09816E+11,1.24346E+11,1.47824E+11,1.80617E+11,2.22117E+11,2.57916E+11,3.15475E+11,2.53547E+11,3.00189E+11,3.60833E+11,3.8461E+11,4.00219E+11,4.14105E+11,3.70275E+11,3.69255E+11,3.90517E+11,4.27049E+11,4.1799E+11,3.49473E+11,4.15179E+11,5.02732E+11
United Kingdom,GDP (current US$),9.10123E+11,9.26885E+11,1.09317E+12,1.1428E+12,1.17966E+12,1.06139E+12,1.14049E+12,1.34424E+12,1.41965E+12,1.56091E+12,1.65369E+12,1.68783E+12,1.66553E+12,1.64983E+12,1.78573E+12,2.05442E+12,2.42153E+12,2.54318E+12,2.70844E+12,3.09051E+12,2.92941E+12,2.41284E+12,2.48548E+12,2.66381E+12,2.70709E+12,2.78485E+12,3.06471E+12,2.92791E+12,2.68911E+12,2.68015E+12,2.87134E+12,2.85141E+12,2.69678E+12,3.14332E+12,3.11404E+12
United States,GDP (current US$),5.23644E+12,5.64158E+12,5.96314E+12,6.15813E+12,6.52033E+12,6.85856E+12,7.28724E+12,7.63975E+12,8.07312E+12,8.57755E+12,9.06282E+12,9.63117E+12,1.0251E+13,1.05819E+13,1.09291E+13,1.14565E+13,1.22172E+13,1.30392E+13,1.38156E+13,1.44742E+13,1.47699E+13,1.44781E+13,1.5049E+13,1.55997E+13,1.6254E+13,1.68807E+13,1.76081E+13,1.8295E+13,1.88049E+13,1.96121E+13,2.06565E+13,2.154E+13,2.13541E+13,2.36812E+13,2.60069E+13
Uruguay,GDP (current US$),8213538369,8438951476,9298807850,11206176651,12878148791,15002136971,17474588896,19297663097,20515458114,23969739234,25385886978,23983945191,22823270892,20898761742,13606515723,12045638352,13686329890,17362857684,19741420740,23797773024,31119602539,32708319078,41950361212,50342406067,54232266359,61337621934,61496186974,57680327999,57480787465,65005997963,65344577416,62222313619,53559359262,60739084241,70594110920
Uzbekistan,GDP (current US$),10722799639,11948815258,13362340338,13800167712,12953801760,13099920056,12899074922,13350461265,13948892216,14744603774,14988971211,17078465982,13760513969,11401421329,9687788513,10134453435,12030023548,14307509839,17330833853,22311393928,29549438884,33689223673,49765676402,60178909297,67517349212,73180037915,80845385809,86196264755,86138288644,69703222283,58695899092,67293639798,66443265418,77340060003,90095926567
Vanuatu,GDP (current US$),158351368.4,154013202.1,168879207.2,201334169.1,209088824.6,200491853.2,233701301.5,249333250.1,261370044.5,272771209.1,262293410.7,268006972.7,272014627.8,257926881.7,262596535.5,314471413,364996869.1,394962433,439358586.5,516392922.5,590748429.4,592622319.1,670712979.7,770153588.2,747839697.7,758304466.2,773717010.5,759690181,804323576.9,880043284.4,914727908.1,936526267.6,909421043.5,982362211.9,1030654208
Venezuela,GDP (current US$),60226413793,43536709104,48606952195,53453444787,60416519620,60037460783,58418666667,77389487770,70543211119,85837678560,91336763255,97972842462,1.17146E+11,1.22911E+11,92893587734,83620628582,1.12451E+11,1.45513E+11,1.83478E+11,2.30364E+11,3.15953E+11,3.29788E+11,3.93192E+11,3.16482E+11,3.81286E+11,3.71005E+11,4.82359E+11,,,,,,,,
