Country Name,Indicator Name,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Faeroe Islands,GDP (current US$),968576956.9,871935350.4,960805409,909253214.8,912670413.3,760957189.8,758739178.6,901404709.8,989536914.7,933763083.4,1104744235,1127684827,1067109531,1160268212,1275093689,1501941581,1724770771,1759739599,2017680835,2339015313,2489873250,2296065170,2331796784,2505740669,2427200389,2690110521,2914012679,2573905971,2813278869,2980057378,3188600927,3266432734,3271813312,3664686797,3566698398
Fiji,GDP (current US$),1110009523,1182660266,1337017560,1383883250,1532411039,1636101247,1825732093,1970301486,2128696644,2090221137,1653146717,1936459986,1678219508,1652462023,1833279985,2300492465,2708078477,2980403845,3076305453,3378314600,3523185920,2870624636,3140166713,3779411899,3972028104,4189967999,4857104769,4682479894,4930213644,5353469174,5581425327,5444407198,4432466220,4305031650,4969503549
Finland,GDP (current US$),1.09039E+11,1.18991E+11,1.41446E+11,1.27794E+11,1.12538E+11,89112105756,1.03183E+11,1.3406E+11,1.31992E+11,1.26863E+11,1.33991E+11,1.35234E+11,1.25968E+11,1.2952E+11,1.40361E+11,1.71613E+11,1.97458E+11,2.04859E+11,2.17044E+11,2.5636E+11,2.85699E+11,2.53481E+11,2.4943E+11,2.75127E+11,2.57443E+11,2.70268E+11,2.73479E+11,2.33211E+11,2.38778E+11,2.53846E+11,2.73869E+11,2.67015E+11,2.7E+11,2.94223E+11,2.80253E+11
Fm Sudan,GDP (current US$),14372555556,21408111111,33641222222,44171194366,7031933492,8881005436,12793794737,13830363900,9018300725,11681175864,11250221537,10682028340,12257299147,15716361792,18137128388,21355298460,26646007251,35182711988,45263831634,59440139775,64833083257,51621044077,58962978034,55018567211,37632919967,43024018082,49516748618,51726758677,42630376000,41283617976,32333780383,32338079165,27034593750,34229513775,51666875363
France,GDP (current US$),1.01083E+12,1.01674E+12,1.25765E+12,1.25896E+12,1.38966E+12,1.31438E+12,1.38582E+12,1.59522E+12,1.59889E+12,1.44939E+12,1.49691E+12,1.48692E+12,1.36096E+12,1.37038E+12,1.49243E+12,1.8351E+12,2.10979E+12,2.19215E+12,2.31786E+12,2.65582E+12,2.9268E+12,2.70008E+12,2.64623E+12,2.87041E+12,2.68301E+12,2.81608E+12,2.86124E+12,2.44248E+12,2.47041E+12,2.58887E+12,2.78158E+12,2.72279E+12,2.64793E+12,2.96643E+12,2.7963E+12
French Polynesia,GDP (current US$),2723496362,2731683485,3320159522,3410078968,3713785765,3544608548,3676123788,4186994249,4166072830,3762859093,3903186593,3911602004,3599845480,3573808556,3965405553,4927780607,5564109982,5705052135,5877997980,6631156406,7136741422,6584557974,6086644799,6203940037,5692858099,6031827123,6151996561,5325846362,5497036477,5833352693,6135116253,6022276196,5574821989,6150640646,5814661209
Gabon,GDP (current US$),3834503376,4186411464,5952293765,5402919785,5592390827,4378645081,4190819344,4958845648,5694040003,5326817115,4483417310,4662992036,5080483629,5023265413,5335451100,6511903365,7770219008,9582783991,10327598306,12455409587,15571348344,12113699068,14372593020,18210307744,17170464016,17595744798,18203966896,14383107763,14023890265,14929487485,16867326402,16874405465,15342236164,19444935097,20440655695
"Gambia, The",GDP (current US$),266672211.9,284120329.4,317083695.5,690311080.5,714254256.1,755040974.1,746493951.9,785999864.8,848239446.2,803633342.5,840285264.6,814724032.1,782913871.8,687410645.1,578235309.3,487038685,961900651.4,1027701068,1054112488,1279703047,1561766956,1450142509,1543294927,1409693597,1415004738,1375609453,1229461721,1378176609,1484578886,1504909463,1670671328,1813609692,1812170891,2014158842,2204734527
Georgia,GDP (current US$),8833588173,8902632715,7735927264,6324503311,3690328964,2701181331,2513867645,2693732612,3094936177,3510520231,3613497317,2800025883,3057475335,3219462262,3395766678,3991377904,5125365192,6410912050,7745250734,10172931089,12795145131,10766920066,12426907967,15475290469,16894392033,17517660144,17966015109,15223796149,15444548902,16473125375,17902544881,17638337117,16010869216,18853115589,24984568960
Germany,GDP (current US$),1.40637E+12,1.40409E+12,1.77816E+12,1.87579E+12,2.14138E+12,2.07895E+12,2.21528E+12,2.59305E+12,2.50658E+12,2.21879E+12,2.24776E+12,2.21387E+12,1.96698E+12,1.96638E+12,2.10235E+12,2.53472E+12,2.85232E+12,2.89339E+12,3.04631E+12,3.48406E+12,3.80879E+12,3.4798E+12,3.46815E+12,3.82483E+12,3.5979E+12,3.80809E+12,3.9658E+12,3.42357E+12,3.53778E+12,3.76309E+12,4.05201E+12,3.95721E+12,3.94014E+12,4.3483E+12,4.1636E+12
Ghana,GDP (current US$),5197765032,5251858440,5889106574,6603185268,6416103926,5968922939,5446383727,6464382808,6932991739,6891443192,7482069162,7718109982,4982850662,5314872854,6166197848,7632723556,8881417907,10744568381,20885037597,24827339138,28679383241,26048720006,32197655567,39336668081,41271701061,62845721960,54678533806,49436806230,56144179398,60385409435,67259353966,68352629246,70008243860,79514204730,73919003210
Greece,GDP (current US$),75200610137,78067933277,96529587274,1.03681E+11,1.14608E+11,1.07296E+11,1.1498E+11,1.34975E+11,1.42503E+11,1.38766E+11,1.39613E+11,1.37131E+11,1.2576E+11,1.3205E+11,1.50254E+11,1.96931E+11,2.3498E+11,2.42316E+11,2.69073E+11,3.14227E+11,3.51121E+11,3.26829E+11,2.96418E+11,2.83228E+11,2.38841E+11,2.36556E+11,2.33912E+11,1.94567E+11,1.93097E+11,2.00381E+11,2.13299E+11,2.07306E+11,1.91363E+11,2.18304E+11,2.18881E+11
Greenland,GDP (current US$),898607670.6,929799902.2,1018977280,1016500069,1037916163,927214151.8,1005887539,1208953287,1197515569,1072154434,1149858070,1131555107,1068025016,1086170704,1169136716,1558759823,1822499769,1849802648,2013106930,2249811296,2499092314,2529963903,2503167187,2684461375,2609678486,2684946990,2842065708,2499113023,2707139544,2851613679,3055782146,2997309972,3089625554,3293578468,3152334772
Grenada,GDP (current US$),236357523.7,267327642.2,278098763,300757888.9,310160444.4,309812185.2,325111814.8,342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695555555.6,698700666.7,758683592.6,825976037,771275555.6,771014814.8,778655555.6,799881481.5,842618518.5,911496296.3,997007407.4,1061640741,1125685185,1166514815,1213485185,1043411111,1122800000,1231732104
Guatemala,GDP (current US$),7841602824,8410724361,7650196845,9406135143,10440781588,11400017301,12983233311,14655404433,15674835615,17790026222,19395491993,18318412251,19288929030,18405220247,20444205991,21576351799,23577298095,26783389294,29744246827,33567850824,38503720224,37126148265,40676578423,46876006272,49593929487,52996446180,57852152955,62186064758,66053403364,71653754107,73328365862,77172317259,77719464221,86455519687,95641441235
Guinea,GDP (current US$),3476480303,3546079263,3888320666,4396178694,4789220417,4781166117,4932800407,5385704166,5641243100,5516916163,5232118046,5046806783,4367458867,4125527603,4301608753,5025167975,5300767961,4282468637,4220019845,6281918226,6964179983,6716905340,6853467146,6785137203,7638044557,8376613539,8778473373,8794201743,8595955222,10324668271,11857030367,13442861496,14088693743,17069115738,19910452542
Guinea-Bissau,GDP (current US$),427514321.5,554072302.8,634187269.2,668470890.8,588309271.3,615779518.8,612502084.8,660195402,702965147.6,698107222.4,591034143.4,579365780.1,391345597.5,412610871.5,466773711.2,553614800.1,582169841.3,639776040.7,634781901.3,753162998,952667544,890167833.4,940112538.9,1157074319,1049412177,1109682824,1135250721,1152384167,1245074264,1469978606,1554133594,1588767976,1683619352,1878659687,1839048748
Guyana,GDP (current US$),413799990,379779389.7,396582263.3,348533094.8,373573141.5,454101382.5,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,712167450.2,726131434.7,743063950.3,787814379.2,824880550.3,2379817991,2730971595,3025187433,3165663153,3432912517,3691384318,4063088536,4167800929,4127660152,4279840194,4482697337,4748174334,4787636998,5173760192,5471256595,8041362110,14718388489
Honduras,GDP (current US$),5902717091,5432344902,4923009552,4648668479,4943700431,4926728933,4642280682,5347445005,5215028987,5737099650,6366340266,6414520530,7186638029,7651162302,7858255413,8230391347,8869299234,9757012697,10917477066,12361257681,13881731876,14587496229,15839344592,17710275685,18528554398,18499729215,19756533972,20979791685,21717604952,23136247991,24067750760,24882225742,23352232484,28144331507,31426041807
"Hong Kong, China",GDP (current US$),59707404561,68790219178,76928784621,88959997900,1.04273E+11,1.20354E+11,1.35812E+11,1.44652E+11,1.59718E+11,1.77353E+11,1.68885E+11,1.65768E+11,1.71669E+11,1.69404E+11,1.66349E+11,1.61386E+11,1.691E+11,1.81569E+11,1.93535E+11,2.11597E+11,2.19279E+11,2.14048E+11,2.28639E+11,2.48514E+11,2.62629E+11,2.75697E+11,2.9146E+11,3.09386E+11,3.2086E+11,3.41273E+11,3.61731E+11,3.63075E+11,3.44943E+11,3.68954E+11,3.5868E+11
Hungary,GDP (current US$),29799838597,30422508938,34478360679,34867307353,38857339125,40256233360,43307949890,46577614589,46833767124,47398564799,48784412624,49160204397,47275954429,53800068066,67636468625,85190469121,1.04015E+11,1.13098E+11,1.15604E+11,1.40123E+11,1.58228E+11,1.30807E+11,1.31899E+11,1.41713E+11,1.2847E+11,1.35646E+11,1.41129E+11,1.25244E+11,1.28984E+11,1.43335E+11,1.61185E+11,1.64937E+11,1.58468E+11,1.83283E+11,1.77537E+11
Iceland,GDP (current US$),6106635816,5672569449,6468736356,6909730288,7080981738,6218581532,6389460343,7123633418,7426082271,7569672925,8503746468,8982047590,9025660362,8234846805,9318395055,11429333038,13825302536,16852963067,17465318552,21652505597,18074622987,13154414219,13751161918,15221622926,14751508134,16125060515,17867662178,17517210519,20793168031,24728285177,26260850582,24681343649,21629953194,25770339317,28696453180
India,GDP (current US$),2.9659E+11,2.96042E+11,3.20979E+11,2.70105E+11,2.88208E+11,2.79296E+11,3.27275E+11,3.60282E+11,3.92897E+11,4.15868E+11,4.21351E+11,4.58821E+11,4.68396E+11,4.8544E+11,5.14939E+11,6.07701E+11,7.09153E+11,8.20384E+11,9.4026E+11,1.21674E+12,1.1989E+12,1.34189E+12,1.67562E+12,1.82305E+12,1.82764E+12,1.85672E+12,2.03913E+12,2.10359E+12,2.2948E+12,2.65147E+12,2.70293E+12,2.83561E+12,2.67485E+12,3.16727E+12,3.34611E+12
Indonesia,GDP (current US$),84300174486,94451427877,1.06141E+11,1.16622E+11,1.28027E+11,1.58007E+11,1.76892E+11,2.02132E+11,2.2737E+11,2.15749E+11,95445547873,1.40001E+11,1.65021E+11,1.60447E+11,1.95661E+11,2.34772E+11,2.56837E+11,2.85869E+11,3.64571E+11,4.32217E+11,5.10229E+11,5.3958E+11,7.55094E+11,8.92969E+11,9.1787E+11,9.12524E+11,8.90815E+11,8.60854E+11,9.31877E+11,1.01562E+12,1.04227E+12,1.1191E+12,1.05905E+12,1.18651E+12,1.3191E+12
"Iran, Islamic Rep.",GDP (current US$),1.23058E+11,1.20496E+11,1.24813E+11,1.31638E+11,1.19769E+11,63743623231,71841461172,96419225745,1.20404E+11,1.13919E+11,1.10277E+11,1.13848E+11,1.09592E+11,1.26879E+11,1.28627E+11,1.51911E+11,1.87755E+11,2.2497E+11,2.65602E+11,3.49737E+11,4.06071E+11,4.14059E+11,4.8707E+11,6.29082E+11,6.44019E+11,5.004E+11,4.62285E+11,4.09192E+11,4.59043E+11,4.89169E+11,3.9888E+11,3.33519E+11,2.62186E+11,3.83436E+11,3.94363E+11
Iraq,GDP (current US$),62684516129,65831935484,1.80408E+11,407796349.7,553671957.7,1031944881,3991349283,12894029888,10433698621,20764857056,20617405044,36881601584,48364250944,36176430129,32928454672,21921569479,36633669269,50065104668,65147051918,88837057320,1.31614E+11,1.11658E+11,1.38517E+11,1.8575E+11,2.18002E+11,2.34638E+11,2.28416E+11,1.66774E+11,1.66744E+11,1.87218E+11,2.27367E+11,2.33636E+11,1.80899E+11,2.09692E+11,2.87372E+11
Ireland,GDP (current US$),37772897421,39238392678,49305632408,49787502852,55918538121,52417477614,57097656066,69139823232,75790785030,82856648758,90199410116,98893958263,1.00208E+11,1.09347E+11,1.28596E+11,1.64671E+11,1.94372E+11,2.11877E+11,2.32181E+11,2.70079E+11,2.75447E+11,2.36443E+11,2.21986E+11,2.41337E+11,2.27271E+11,2.43302E+11,2.66787E+11,3.02391E+11,3.05733E+11,3.48532E+11,3.95461E+11,4.07125E+11,4.36556E+11,5.31307E+11,5.4857E+11
Israel,GDP (current US$),52650948910,52443479454,62016729541,70998755007,79457685757,79855877174,90740103829,1.05497E+11,1.15117E+11,1.1946E+11,1.20547E+11,1.21417E+11,1.36512E+11,1.35002E+11,1.25332E+11,1.31409E+11,1.40048E+11,1.4752E+11,1.58901E+11,1.84681E+11,2.21232E+11,2.13403E+11,2.39679E+11,2.68095E+11,2.63589E+11,2.98478E+11,3.15017E+11,3.03469E+11,3.21941E+11,3.58452E+11,3.76299E+11,4.00645E+11,4.10768E+11,4.89852E+11,5.25181E+11
Italy,GDP (current US$),8.93664E+11,9.30802E+11,1.18395E+12,1.24909E+12,1.3232E+12,1.06741E+12,1.10175E+12,1.17737E+12,1.31478E+12,1.24499E+12,1.27273E+12,1.255E+12,1.14966E+12,1.17204E+12,1.28175E+12,1.58293E+12,1.81281E+12,1.86498E+12,1.95856E+12,2.22252E+12,2.41751E+12,2.20948E+12,2.14494E+12,2.30697E+12,2.09793E+12,2.15323E+12,2.17326E+12,1.84543E+12,1.88711E+12,1.97072E+12,2.09944E+12,2.01961E+12,1.90748E+12,2.17921E+12,2.10407E+12
Jamaica,GDP (current US$),3828342820,4404937853,4592208087,4106207649,3535460090,5440075676,5452558947,6577520643,7393891921,8400041724,8787195622,8887057997,9005064475,9194727831,9719009495,9430234811,10174664854,11243865778,11930179090,12799600047,13709401520,12120458115,13220549908,14444661522,14807086556,14264205153,13899217680,14188936918,14077096677,14808985133,15730792876,15830766531,13812421836,14657586159,17097760687
Japan,GDP (current US$),3.12572E+12,3.10946E+12,3.1859E+12,3.64807E+12,3.9807E+12,4.53694E+12,4.9988E+12,5.54556E+12,4.92339E+12,4.49245E+12,4.09836E+12,4.63598E+12,4.96836E+12,4.37471E+12,4.18285E+12,4.51956E+12,4.89312E+12,4.83147E+12,4.60166E+12,4.57975E+12,5.10668E+12,5.28949E+12,5.75907E+12,6.23315E+12,6.27236E+12,5.21233E+12,4.89699E+12,4.44493E+12,5.00368E+12,4.93084E+12,5.04088E+12,5.11799E+12,5.05407E+12,5.03915E+12,4.26246E+12
Jordan,GDP (current US$),6277451829,4221373674,4160087508,4344467193,5310833194,5606400222,6236295978,6727597032,6927503526,7245839210,7912270804,8149929478,8460789845,8975814653,9582510578,10195627645,11411706629,12588998590,15056981664,17110437236,22658715989,24537876056,27133804225,29524149155,31634561690,34454440141,36847643521,38587017887,39892551127,41608435915,43370860704,44503006338,43700383099,46296100141,48764963380
Kazakhstan,GDP (current US$),,,26932016270,24923076923,24917355372,23409260880,21250792886,20374302652,21035357937,22165932063,22135245507,16870817182,18291990662,22152689180,24636598527,30833692900,43151647003,57123671734,81003864630,1.0485E+11,1.33442E+11,1.15309E+11,1.48047E+11,1.92626E+11,2.07999E+11,2.36635E+11,2.21416E+11,1.84388E+11,1.37278E+11,1.66806E+11,1.7934E+11,1.81667E+11,1.71082E+11,1.97112E+11,2.25496E+11
Kenya,GDP (current US$),8355380879,8283114514,8572359038,8151488783,8209120763,5751786643,7148148564,9046320255,12045865396,13115764358,14093998844,12896010459,12705350098,12986007426,13147736899,14904517650,16095337094,18737895513,25825512284,31958195182,35895153328,42347217913,45405615064,46869473151,56396704672,61671440408,68285796514,70120446897,74815144164,82036510877,92202979985,1.00378E+11,1.00658E+11,1.09704E+11,1.14449E+11
Kiribati,GDP (current US$),38278810.32,37645319.2,36534294.8,41247791.64,61491369.28,58953595.91,67055333.9,68596394.6,81456854.14,80205806.83,74905705.89,77323978.19,74910527.26,64935850.16,74743869.13,96105619.38,104085892.1,113895437.3,112338353.3,138054945.6,147017895,140177384.1,165458433.1,195970140.2,207001545.9,201730860.8,200287282,191559398.7,206467818.5,222875736.3,233514717.4,216985388.3,220897998.7,285259894,270040457
"Korea, Rep.",GDP (current US$),1.99591E+11,2.46929E+11,2.83366E+11,3.30647E+11,3.55525E+11,3.92666E+11,4.6362E+11,5.66581E+11,6.10167E+11,5.69755E+11,3.83332E+11,4.97514E+11,5.76179E+11,5.47656E+11,6.27247E+11,7.02715E+11,7.93176E+11,9.34901E+11,1.05322E+12,1.17261E+12,1.04734E+12,9.43942E+11,1.14367E+12,1.25329E+12,1.27805E+12,1.37063E+12,1.48449E+12,1.46604E+12,1.49968E+12,1.62307E+12,1.72537E+12,1.65142E+12,1.64431E+12,1.81843E+12,1.67392E+12
Kuwait,GDP (current US$),20690322153,24313855653,18427777778,11009993703,19858555215,23941391391,24848483838,27186980647,31492373309,30350190704,25943705784,30122365849,37718743480,34889559870,38135788414,47874582232,59439090601,80798630137,1.01557E+11,1.14634E+11,1.4738E+11,1.05969E+11,1.15416E+11,1.54039E+11,1.74048E+11,1.74168E+11,1.6265E+11,1.14586E+11,1.09407E+11,1.20688E+11,1.38646E+11,1.40856E+11,1.11045E+11,1.48351E+11,1.83502E+11
Kyrgyz Republic,GDP (current US$),,,2660202623,2542256424,2315346943,2026019253,1681780847,1661147035,1827570586,1767864036,1645963750,1249061487,1369688498,1525116370,1605643105,1919008090,2211534585,2460246766,2834168889,3802570553,5139958909,4690061381,4794361863,6197765984,6605142884,7335033801,7468102413,6678177512,6813095379,7702938379,8271106235,9371275264,8270468614,9249133946,12134931018
Lao PDR,GDP (current US$),598961269.3,714046821.1,865559879.4,1028087972,1127806945,1327748690,1543606345,1763536305,1873671550,1747011857,1280177839,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558735,3455030061,4223152739,5446433157,5836137330,7131771015,8750104617,10192846339,11983252627,13279245886,14426380126,15912501723,17071155481,18141641090,18740561513,18981805250,18827148531,15468785204
Latvia,GDP (current US$),,,,,,,,5608208785,5799465288,6349481007,6974112951,7324192890,7761252607,8190888740,9249030241,11244337720,13827070379,16306935905,20434922247,29420499248,34135200994,25691530442,23468324572,26575547901,27116149949,29152128168,30277203767,26344565877,27117105060,29391059767,33247935477,33099503951,33379927435,38183326785,38014713596
Lebanon,GDP (current US$),3313540068,2717998688,2838485354,4690415093,5843579161,7941744492,9599127050,11718795529,13690217334,15751867489,17247179006,17391056369,17260364842,17649751244,19152238806,20082918740,21159827992,21497336499,22022709851,24827355015,29118916105,35399582929,38443907042,39927125962,44016799516,46880103081,48095213747,49929337837,51147308774,53027680686,54901519156,51605959131,31712128254,23131941557,20992421949
Lesotho,GDP (current US$),470395800.6,495409232.6,596410263.7,704325366.7,831029861.7,835582062.5,878250945.3,1001894000,946112492.8,998004258.7,928460893.1,912773681.1,887291687.9,825706961.2,775777238.6,1157825435,1511236656,1682343527,1800092564,1682131785,1766902709,1740894965,2234754242,2579409620,2477702216,2367112932,2441063054,2359686725,2114426452,2306741672,2556247292,2390702296,2053699870,2412130022,2354980884
Liberia,GDP (current US$),1038300000,786300000,384400000,348000000,223500000,160400000,132200000,134800000,159400000,295900000,359600000,441800000,874000000,906000000,927000000,748000000,897000000,949000000,1119000000,1373000000,1726000000,1768000000,1998000000,2398000000,2791614000,3177198100,3225652000,3227075700,3398419600,3390703400,3422754800,3319596500,3176126300,3513049500,4001047000
Libya,GDP (current US$),24308959591,25156707899,28904183602,31991821265,33887047909,30660051911,28610549763,25541379187,27884615385,30700897875,27251301398,35975860857,38270954138,34112093927,20481889764,26265625000,33122307692,47334691241,60094231607,68032978391,86710767415,60808562033,75380825062,48169263294,92540938129,75351107029,57372355592,48717501321,49912073701,67157452182,76686029772,69254496472,46854285441,35217995647,43246297922
Lithuania,GDP (current US$),,,,,,,,7921210340,8430207164,10168271903,11289161847,11022095814,11550695727,12260761329,14282292665,18809197970,22743164431,26105207115,30116192747,39729151615,47831254208,37494380039,36638128534,43186501863,42709372067,46303660422,48306546657,41540954817,42970749245,47756764508,54261795149,55122066226,57412038533,67037321009,71033884500
Luxembourg,GDP (current US$),9418167855,10037674038,12778792854,13834219728,15518702635,15925521222,17701798891,20853093870,20895314658,19563836265,20150053345,21899317599,21230182989,21387533703,23649833332,29667268248,35064843793,37672280120,42910146296,51587401416,58844277702,54467289898,56213985987,61696281326,59776383527,65203276467,68804811898,60071584216,62216885436,65712180343,71085623495,69872035114,73670782100,86386759695,80801680397
Macao,GDP (current US$),2288761823,2705665492,3246481233,3765249711,4914365189,5665606115,6311207780,7046147737,7176892950,7267570893,6797792190,6547670439,6774193548,6860272608,7371692774,8246479566,10643253553,12160056122,14874098692,18439981612,21027018333,21587786906,28241798492,36845888757,43189721377,51536595089,54902831794,45048190598,45070808689,50383871121,55190661340,55082293844,25343525936,30969334705,24999113476
Madagascar,GDP (current US$),3189456965,3175638333,3931334875,3254713056,3714966678,4063298919,3522227092,3838100904,4931861039,4262965420,4401967633,4277903780,4629247204,5438332602,5351701663,6372498890,5064732626,5859269753,6395712491,8524620890,10725137724,9616879409,9982711338,11551819618,11578975062,12423555455,12522957399,11323020701,11848613858,13176313594,13760033282,14104664679,13051441204,14354731964,15325603273
Malawi,GDP (current US$),2008189508,2314205130,2737087862,3206783830,2618837835,3013392658,1719864761,2033701498,3319573750,3875785863,2547609590,2584478924,2537307580,2498008665,5087328438,4669789300,5058726350,5320409651,5818279739,6451210219,7743617352,9009887947,10128323011,11648142958,8773203178,8031571928,8801326169,9219474379,7909868618,8943543794,9879231592,11051865580,11769313598,12378129751,12429060151
Malaysia,GDP (current US$),35272109220,38847965293,44024585240,49143148094,59167550163,66894966969,74478356958,88705342903,1.00855E+11,1.00005E+11,72167498981,79148421053,93789736842,92783947368,1.00846E+11,1.10202E+11,1.24749E+11,1.43534E+11,1.62692E+11,1.9355E+11,2.30812E+11,2.02257E+11,2.55018E+11,2.97952E+11,3.14443E+11,3.23276E+11,3.38066E+11,3.01355E+11,3.01256E+11,3.19109E+11,3.58789E+11,3.65178E+11,3.37456E+11,3.73785E+11,4.07606E+11
Maldives,GDP (current US$),168514513.4,189514434.2,215043969.9,244396761.9,284875809,322417837.2,356014932.1,398988955,450382328,508223602.4,540096397.6,589239753.6,624337145.3,870031676.8,897031250,1052121055,1226829563,1163362438,1575200391,1868383461,2271646188,2345294875,2588176055,2774350240,2886163997,3295009238,3697353039,4129505319,4409942624,4816426257,5404344163,5726094799,3712604583,5252457370,6177118114
Mali,GDP (current US$),2169040603,2181821909,2681912149,2724131458,2830673378,2818281085,2081846498,2706425157,2780422049,2697105824,2920358711,3440724710,2961484954,3468337942,3908121307,4714071980,7113132070,8009875052,8858863053,10289243720,12262134441,12592138109,13196527458,15506843902,14891957623,15769357573,16943434591,15583181170,16743796800,18308362040,20368015381,20477421885,20698560939,22999245263,22374051350
Malta,GDP (current US$),2019503068,2118655677,2547328748,2750216747,3021942759,2709193538,2998505428,3709360097,3822489746,3787070704,4010092091,4111891845,4036809865,4070867153,4455127398,5418315225,6104141501,6393234965,6749838862,7908412374,9135419490,8734745632,9097044182,9789361705,9609532106,10796782634,11888032862,11340795033,12025782885,14161366733,16153779511,16337793531,16409900599,19723563355,19239187084
Mauritania,GDP (current US$),1414951290,1450647019,1506914408,2133692697,2164298426,1847353211,1944876755,2091726101,2132087009,2071996564,2032347665,1985922776,1779520886,1746063558,1777057481,2051147607,2362501023,2936019526,3919577286,4346212355,5206437194,4714595548,5628878798,6764627746,6728208836,7223071097,6592537782,6166863897,6398747592,6800135898,7473550557,7894764886,8260752385,9222536364,9557966698
Mauritius,GDP (current US$),2163252449,2211312823,2689212760,2895354736,3267677814,3307302126,3606050873,4094741652,4481489762,4243755308,4225813976,4402193196,4726108622,4675755867,4906494249,5894873920,6667418752,6576108447,7028810681,8150150209,9990356674,9128843109,10003670690,11518413430,11668696397,12292974141,13074129952,12007291046,12594155464,13713506131,14735695931,14436346980,11408106446,11484348858,12907767790
Mexico,GDP (current US$),1.81611E+11,2.21403E+11,2.61254E+11,3.1314E+11,3.63158E+11,5.30161E+11,5.53618E+11,3.80157E+11,4.32158E+11,5.2345E+11,5.57461E+11,6.31249E+11,7.42061E+11,7.96065E+11,8.10666E+11,7.6555E+11,8.19459E+11,9.17572E+11,1.02027E+12,1.10236E+12,1.16155E+12,9.43437E+11,1.10542E+12,1.22901E+12,1.25511E+12,1.32744E+12,1.36451E+12,1.21329E+12,1.11223E+12,1.19072E+12,1.2563E+12,1.30411E+12,1.12106E+12,1.31657E+12,1.46646E+12
"Micronesia, Fed. Sts.",GDP (current US$),124700000,135200000,147200000,166200000,178100000,198400000,202500000,221575300,218534700,206626300,218873100,220140500,233271800,240970900,242517200,245432900,240236000,250281900,253541900,256787200,263145100,280284600,296944100,311301600,327248700,317214400,319271200,316489900,325000000,359000000,392000000,394000000,372902690,391601947,415956896.5
Moldova,GDP (current US$),,,3592857043,3094565871,2319243436,2371813324,1702314268,1752999371,1695122174,1930081169,1698717505,1170782957,1288429392,1480673594,1661818168,1980907435,2598249556,2988342907,3408255451,4401173152,6054824248,5439434272,6974982370,8414352020,8709138635,9496717876,9402090138,7797667197,7980917076,9514404016,11252353421,11736797055,11530746234,13691869264,14525337524
Mongolia,GDP (current US$),3204461567,3576966800,2560785660,2379018326,1317611864,768401634.2,925817092.2,1452165005,1345719472,1180934203,1124440205,1057408589,1136896124,1267997934,1396555720,1595297356,1992066808,2523471601,3414055662,4234999704,5623216608,4583850368,7189481999,10409797378,12292770632,12582122604,12226514668,11619892591,11181350649,11480847741,13178094720,14206359018,13312981429,15286441738,17146471714
Morocco,GDP (current US$),25705296184,26314313191,30179954775,32285573574,33711069431,31655473664,35604137423,39030285468,43161571528,39147844526,46497608725,46266428648,43017455402,43831480208,47077192188,58029363354,66114145451,68852658069,75883823301,86947913287,1.01823E+11,1.01155E+11,1.00865E+11,1.10081E+11,1.06937E+11,1.15739E+11,1.19131E+11,1.10414E+11,1.11573E+11,1.18541E+11,1.27341E+11,1.2892E+11,1.21354E+11,1.42022E+11,1.30952E+11
Mozambique,GDP (current US$),,,,3854856435,2798696511,2883161897,2958108170,3061646174,4030146135,4873663775,5551118149,6285219691,5930685215,5650154067,5950769427,6583526861,7937255565,8868504900,9509835537,10811456006,12920340965,12263894790,11411894724,14619279989,16688114144,17198073057,17978246586,16208985770,12069051237,13264640646,15017358953,15512759047,14235420174,16168055475,18883528581
Myanmar,GDP (current US$),1541088312,2013448229,2115193513,2069832687,2411552289,3163020035,4432257174,5289174943,6123556717,4722288496,6459461639,8486832801,8905066164,6477790688,6777632512,10467109978,10567354056,11986972419,14502553710,20182477481,31862554102,36906181381,49540813342,59977326086,59937796648,60269732855,65531374200,59607290408,63298361996,66053040483,67860515990,75065106228,79006113643,66345291160,62253049892
Namibia,GDP (current US$),2495094746,2535135798,2789921854,2996869282,3429521699,3251188833,3666503530,3978514206,3989163197,4154989950,3873109866,3868551730,3922232165,3557341215,3349169826,4926439384,6609205995,7248374838,8001779551,8839536476,8607431497,8938847189,11431412421,12523359441,13042053592,12043307277,12435430970,11335161084,10722018732,12895153371,13682019076,12541928303,10583748542,12402486184,12569449123
Nepal,GDP (current US$),3487009748,3525225787,3627560240,3921476085,3401211581,3660041667,4066775510,4401104418,4521580382,4918691917,4856255044,5033642384,5494252208,6007055042,6050875807,6330473097,7273938315,8130258378,9043715356,10325618017,12545438605,12854985464,16002656434,21573872421,21703100877,22162204925,22731612922,24360801287,24524109484,28971588940,33111525237,34186180699,33433659301,36924841394,41182939601
