Reporter Name,Partner Name,Trade Flow,Product Group,Indicator,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Tonga, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,4.515126912,4.515126912,4.714925862,5.120239883,5.582031947,5.497455976,5.173759596,,,,,,,,,
Trinidad and Tobago, World,Import,  All Products,AHS Weighted Average (%),,,,13.14592996,15.09312516,,,,7.178684222,,,17.85107777,5.836004576,6.560447822,4.924546141,5.461040191,6.2253228,8.302792511,12.26135886,10.3352748,13.99251587,7.881999994,8.612356442,8.615015646,8.656887604,8.62992573,,7.196941447,7.540321718,8.1533093,7.222724683,10.78406488,10.72256053,8.865491814,7.511073849
Tunisia, World,Import,  All Products,AHS Weighted Average (%),,,,,26.02424205,,,27.3550493,24.87766648,24.87766648,25.67391925,27.46127719,23.37743895,23.47414873,26.38211056,22.14403394,22.39494606,8.771410611,18.25732749,20.19809062,15.92597272,18.60983832,13.76976152,14.46282817,12.58255123,4.122559794,12.92053268,3.937187866,9.347325241,,,,,,
Turkey, World,Import,  All Products,AHS Weighted Average (%),,,,,,6.097245245,,6.740548536,3.191742576,5.652264153,3.203453459,5.340001096,2.378498309,1.945206083,1.841272466,1.921616143,2.178558508,1.501988094,1.466914046,2.05618918,1.967325026,2.213588795,2.35008824,2.652333422,,2.782989338,,3.194209341,2.736711293,3.446559912,2.503645775,3.126453524,2.85451905,3.224010072,4.366522926
Turkmenistan, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,
Uganda, World,Import,  All Products,AHS Weighted Average (%),,,,,,,13.53432869,,,,,,6.012475776,6.089994734,5.975302459,5.527832117,5.323822863,8.983907915,7.708692527,8.438062301,8.751783252,9.218026795,9.183945272,8.436040185,8.898342668,8.504567319,8.644142537,7.884207998,7.333894327,9.72457036,8.009750833,8.046273914,8.093928261,8.671145346,8.160190714
Ukraine, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,3.93312334,,,,,3.993183771,,,,3.053977529,4.692020663,3.845639726,1.933293895,2.89884072,1.90206018,2.054553614,2.78445761,2.062413786,1.928352332,2.455092249,1.89770231,1.558696502,5.334421006,1.665719152,1.712958883,1.856280533
United Arab Emirates, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,4.195048348,,3.690760128,3.624473664,3.624711231,,3.874883509,3.528299716,3.60864406,3.210062829,2.988482643,2.821099211,4.754579816,4.398004797,3.9409507,3.282909819,2.634317754,2.848777103
United Kingdom, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,2.724080986,4.175032261,2.980091728,3.428404356,3.26499649,3.503105478,3.177356924,2.967593183,2.4055486,2.825885079,2.8818484,2.081204141,1.72702871,1.833225601,2.389975088,2.510988916,2.081820849,1.969749523,1.91826384,1.794555038,1.638294236,0.717232577,1.021525317
United States, World,Import,  All Products,AHS Weighted Average (%),,,,3.947714847,3.949103932,3.751360455,,2.936534187,2.858665506,2.595469916,3.094413308,2.311779067,2.095656867,2.114461552,2.158553134,1.956393748,1.79374778,1.745714144,1.702409365,1.547031689,1.575528867,1.708640273,1.661390047,1.672375485,1.673401044,1.665111213,1.685707518,1.693673966,1.64886247,1.664792101,1.591779814,1.577116723,1.516905393,1.482439707,1.562509125
Uruguay, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,10.61649615,10.32461893,10.55406139,12.87538051,12.30793851,6.158432344,6.606361928,10.67159875,9.368059785,4.183645345,3.456799304,3.260638841,3.602869942,3.075692716,3.633169822,4.214297579,4.468001953,4.200683114,4.685546164,4.680929212,4.792276513,5.695001906,6.295457212,5.347758645,5.330359891,5.289753361,5.253513353,4.845872193
Uzbekistan, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63373647,2.558577754,
Vanuatu, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,15.81063116,18.92785419,,18.75961636,,,,,,,,,,,,,
Venezuela, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,11.4906416,12.69574257,13.39744887,13.68504884,13.0209494,13.37468308,14.46479778,13.69530542,12.75225917,11.87298964,12.77097802,10.60484417,11.10252365,9.620521619,9.092571551,9.957823522,8.593149106,8.591191245,8.417811357,,,,,,,,,
Vietnam, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,15.28576423,14.72521056,11.78594694,11.68782212,11.34773659,10.2096235,9.134674201,5.031320839,6.760546636,5.02448578,,3.647408435,3.535651495,3.434408309,3.143948307,2.859434323,2.694162469,4.392130636,1.656410942,1.336797538,1.170633463,1.072655311
Yemen, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,,,,,,,6.455301564,,,4.248105298,,3.842267268,4.303432055,4.085620278,,5.136910536,,,,,,,
Zambia, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,11.33451703,,,,14.28014839,10.6848898,8.70064355,12.58231201,9.323148926,11.56333974,9.634403385,5.251947007,4.099770691,3.293612056,3.454759275,3.550018623,3.350408244,77.86674672,3.953335343,6.221231189,,3.391121126,,4.815269931,4.809927342,42.84277089
Zimbabwe, World,Import,  All Products,AHS Weighted Average (%),,,,,,,,,,,,,11.56565913,10.55350605,17.48475634,17.33479823,,,,12.47534484,,,16.5956973,5.818885113,14.75772759,,7.416105876,5.722458862,4.992804559,14.16447098,14.18144047,12.40965047,12.35177388,11.36635017,
